Stations_ID; Mess_Datum_Beginn; Mess_Datum_Ende; Qualitaets_Niveau; Art; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR;LUFTTEMPERATUR_MINIMUM;WINDSTAERKE;BEDECKUNGSGRAD; SONNENSCHEINDAUER; NIEDERSCHLAGSHOEHE; max(LUFTTEMPERATUR_MAXIMUM);min(LUFTTEMPERATUR_MINIMUM);max(WINDSPITZE_MAXIMUM); max(NIEDERSCHLAGSHOEHE);eor
  3137;19930801;19930831;  10;   1;   24.8;  18.9;   12.7;    1.00;  4.88;  -999;     9.1;  31.4;   6.00;  15.8;    3.3;eor
  3137;19930901;19930930;  10;   1;   18.2;  13.4;    9.4;    0.80;  6.16;  -999;    90.5;  23.9;   3.90;  16.5;   14.4;eor
  3137;19931001;19931031;  10;   1;   12.4;   9.1;    6.5;    0.80;  7.12;  -999;    66.7;  19.4;  -0.30;  15.6;   15.8;eor
  3137;19931101;19931130;  10;   1;    4.4;   1.9;    0.0;    0.90;  6.48;  -999;    19.0;  12.1;  -6.60;  20.1;    6.5;eor
  3137;19931201;19931231;  10;   1;    7.3;   4.8;    2.3;    2.00;  7.60;  -999;   147.0;  13.6;  -7.20;  26.0;   38.2;eor
  3137;19940101;19940131;  10;   1;    7.1;   4.4;    2.0;    1.60;  7.44;  -999;    52.3;  12.4;  -5.30;  22.5;   10.1;eor
  3137;19940201;19940228;  10;   1;    5.2;   2.0;   -0.8;    0.90;  6.32;  -999;    50.1;  14.0;  -8.70;  14.9;   16.5;eor
  3137;19940301;19940331;  10;   1;   12.6;   8.8;    5.8;    1.90;  6.16;  -999;    37.1;  20.2;  -1.00;  20.3;    6.8;eor
  3137;19940401;19940430;  10;   1;   14.9;  10.1;    5.0;    1.10;  5.44;  -999;    43.8;  27.4;  -1.00;  22.0;   11.6;eor
  3137;19940501;19940531;  10;   1;   19.4;  14.6;    9.6;    0.90;  5.28;  -999;    54.3;  25.6;   5.00;  12.1;   10.2;eor
  3137;19940601;19940630;  10;   1;   24.1;  19.0;   13.6;    1.10;  5.12;  -999;    55.1;  32.4;   7.60;  18.1;   30.1;eor
  3137;19940701;19940731;  10;   1;   29.8;  23.9;   17.5;    0.60;  4.00;  -999;     9.5;  35.4;  11.30;  19.9;    3.2;eor
  3137;19940801;19940831;  10;   1;   25.3;  19.9;   14.6;    0.70;  4.72;  -999;    21.8;  35.8;   8.60;  12.0;    4.9;eor
  3137;19940901;19940930;  10;   1;   19.6;  15.0;   11.2;    0.80;  6.00;  -999;    54.0;  23.6;   6.80;  18.7;    9.4;eor
  3137;19941001;19941031;  10;   1;   14.3;   9.2;    4.8;    0.80;  4.32;  -999;    43.6;  19.4;  -0.70;  17.0;    9.5;eor
  3137;19941101;19941130;  10;   1;   11.6;   9.2;    6.8;    0.40;  7.28;  -999;    33.6;  17.4;   3.00;  11.2;    6.9;eor
  3137;19941201;19941231;  10;   1;    7.7;   5.3;    2.6;    1.00;  7.12;  -999;    18.3;  13.6;  -3.20;  21.5;    4.1;eor
  3137;19950101;19950131;  10;   1;    4.6;   2.0;   -0.5;    1.20;  6.48;  -999;   123.7;  13.1;  -8.90;  23.0;   23.9;eor
  3137;19950201;19950228;  10;   1;    9.2;   5.9;    2.7;    1.00;  6.80;  -999;    71.3;  14.5;  -2.20;  15.2;   17.8;eor
  3137;19950301;19950331;  10;   1;    9.7;   5.0;    1.4;    1.40;  5.44;  -999;    74.7;  18.9;  -2.40;  18.4;   13.2;eor
  3137;19950401;19950430;  10;   1;   15.7;  11.2;    6.8;    0.90;  6.00;  -999;    56.1;  27.3;   1.90;  15.8;   18.1;eor
  3137;19950501;19950531;  10;   1;   19.9;  14.5;    9.4;    0.60;  5.12;  -999;    65.7;  28.0;   1.40;  14.2;   14.4;eor
  3137;19950601;19950630;  10;   1;   21.5;  16.8;   11.9;    0.60;  6.00;  -999;    41.3;  30.9;   6.70;  11.1;   13.5;eor
  3137;19950701;19950731;  10;   1;   28.4;  22.5;   16.5;    0.40;  3.68;  -999;    66.3;  35.1;  12.00;  12.0;   16.1;eor
  3137;19950801;19950831;  10;   1;   26.2;  20.1;   15.2;    0.60;  4.00;  -999;   119.8;  33.2;  10.20;  20.7;   26.3;eor
  3137;19950901;19950930;  10;   1;   18.0;  13.7;   10.2;    0.60;  6.64;  -999;    89.3;  22.2;   2.00;  12.6;   14.8;eor
  3137;19951001;19951031;  10;   1;   16.5;  12.7;    9.5;    0.10;  5.92;  -999;    35.1;  24.0;   2.00;   9.8;   13.9;eor
  3137;19951101;19951130;  10;   1;    7.2;   4.4;    1.9;    0.60;  6.40;  -999;    30.1;  13.1;  -4.90;  14.4;    7.1;eor
  3137;19951201;19951231;  10;   1;    2.8;   0.7;   -1.1;    0.80;  7.04;  -999;    51.1;  12.6;  -8.50;  -999;   10.8;eor
  3137;19960101;19960131;  10;   1;    1.2;  -0.5;   -1.9;    0.70;  6.48;  -999;     6.6;   7.5;  -7.30;  -999;    2.2;eor
  3137;19960201;19960229;  10;   1;    3.7;   0.7;   -1.8;    0.80;  6.16;  -999;    38.6;  13.0;  -8.40;  -999;    8.1;eor
  3137;19960301;19960331;  10;   1;    8.5;   4.1;    0.7;    0.80;  4.88;  -999;    20.0;  15.5;  -5.40;  -999;    9.6;eor
  3137;19960401;19960430;  10;   1;   16.8;  10.7;    4.8;    0.50;  3.52;  -999;    21.9;  27.4;  -1.80;  -999;    8.9;eor
  3137;19960501;19960531;  10;   1;   17.5;  12.8;    8.4;    0.80;  6.24;  -999;    58.7;  30.9;   1.60;  -999;   14.6;eor
  3137;19960601;19960630;  10;   1;   23.4;  17.8;   12.5;    0.60;  4.72;  -999;    33.4;  33.4;   7.30;  -999;   12.5;eor
  3137;19960701;19960731;  10;   1;   24.0;  18.3;   12.6;    0.80;  4.64;  -999;    85.7;  30.4;   8.10;  -999;   30.9;eor
  3137;19960801;19960831;  10;   1;   24.3;  18.8;   14.2;    0.80;  4.80;  -999;    37.1;  30.6;  10.70;  -999;    9.7;eor
  3137;19960901;19960930;  10;   1;   18.1;  13.1;    9.1;    0.50;  5.84;  -999;    26.6;  26.5;   4.40;  -999;   12.9;eor
  3137;19961001;19961031;  10;   1;   14.3;  10.1;    6.8;    0.60;  6.00;  -999;    66.9;  18.1;   2.40;  -999;   17.6;eor
  3137;19961101;19961130;  10;   1;    8.0;   5.8;    3.7;    0.80;  7.28;  -999;    72.0;  15.0;  -2.30;  -999;   17.7;eor
  3137;19961201;19961231;  10;   1;    1.7;  -0.2;   -2.1;    0.90;  6.24;  -999;    43.9;  10.0; -13.10;  -999;    7.6;eor
  3137;19970101;19970131;  10;   1;    0.2;  -2.3;   -4.4;    0.30;  6.80;  -999;    14.9;   6.5; -13.90;  -999;    4.3;eor
  3137;19970201;19970228;  10;   1;    9.3;   5.5;    2.3;    1.30;  5.84;  -999;    59.8;  14.5;  -3.20;  -999;   16.0;eor
  3137;19970301;19970331;  10;   1;   13.8;   8.8;    4.9;    0.90;  5.20;  -999;    25.7;  19.6;  -0.20;  -999;    5.1;eor
  3137;19970401;19970430;  10;   1;   14.8;   9.2;    3.6;    0.90;  4.00;  -999;    19.3;  20.7;  -1.60;  -999;    7.9;eor
  3137;19970501;19970531;  10;   1;   20.6;  14.9;    9.3;    0.90;  4.40;  -999;    45.9;  29.2;   2.70;  -999;    9.7;eor
  3137;19970601;19970630;  10;   1;   22.7;  17.6;   13.1;    0.90;  5.92;  -999;    86.0;  30.1;   8.40;  -999;   13.4;eor
  3137;19970701;19970731;  10;   1;   24.7;  19.2;   14.1;    0.70;  5.36;  -999;    51.1;  30.0;  10.60;  -999;   19.6;eor
  3137;19970801;19970831;  10;   1;   28.8;  22.1;   16.3;    0.50;  3.76;  -999;    18.0;  34.0;   9.50;  -999;    5.6;eor
  3137;19970901;19970930;  10;   1;   23.2;  15.6;   10.0;    0.40;  3.28;  -999;    12.6;  30.4;   3.90;  -999;    4.9;eor
  3137;19971001;19971031;  10;   1;   13.5;   9.1;    5.8;    1.10;  5.12;  -999;    48.8;  23.6;  -1.90;  -999;   20.7;eor
  3137;19971101;19971130;  10;   1;    7.7;   5.2;    3.0;    0.60;  6.32;  -999;    57.8;  13.6;  -3.00;  -999;   15.5;eor
  3137;19971201;19971231;  10;   1;    5.9;   3.9;    2.0;    0.80;  7.52;  -999;    54.7;  14.1;  -4.70;  -999;    9.0;eor
  3137;19980101;19980131;  10;   1;    6.2;   3.3;    0.9;    1.10;  6.00;  -999;    40.1;  13.1;  -8.90;  -999;   11.1;eor
  3137;19980201;19980228;  10;   1;    9.9;   4.4;   -0.2;    0.50;  4.72;  -999;    10.7;  18.0; -11.30;  -999;    7.4;eor
  3137;19980301;19980331;  10;   1;   12.2;   7.8;    3.9;    1.20;  5.44;  -999;    32.9;  24.5;  -2.60;  -999;   16.0;eor
  3137;19980401;19980430;  10;   1;   15.0;  10.1;    6.2;    0.80;  6.16;  -999;    92.3;  22.5;  -0.40;  -999;   16.8;eor
  3137;19980501;19980531;  10;   1;   22.2;  16.7;   11.3;    0.70;  4.56;  -999;    68.4;  30.6;   3.00;  -999;   39.6;eor
  3137;19980601;19980630;  10;   1;   24.1;  18.7;   13.4;    0.60;  6.16;  -999;    44.9;  33.5;   5.60;  -999;   12.0;eor
  3137;19980701;19980731;  10;   1;   23.2;  18.7;   13.6;    0.80;  6.00;  -999;    55.3;  34.9;   8.50;  -999;   14.3;eor
  3137;19980801;19980831;  10;   1;   26.3;  19.5;   13.4;    0.80;  3.92;  -999;    22.1;  38.1;   7.00;  -999;   12.2;eor
  3137;19980901;19980930;  10;   1;   19.1;  14.8;   11.7;    0.90;  6.08;  -999;    94.2;  23.6;   7.40;  -999;   21.0;eor
  3137;19981001;19981031;  10;   1;   13.2;  10.1;    7.4;    1.40;  6.96;  -999;   168.0;  19.1;   2.40;  -999;   31.4;eor
  3137;19981101;19981130;  10;   1;    5.9;   3.2;    1.0;    0.60;  6.80;  -999;    52.6;  14.1;  -6.60;  -999;   13.6;eor
  3137;19981201;19981231;  10;   1;    4.7;   2.6;    0.6;    0.60;  6.96;  -999;    48.7;  13.0;  -5.10;  -999;   11.6;eor
  3137;19990101;19990131;  10;   1;    6.6;   3.8;    1.5;    0.80;  6.80;  -999;    45.4;  14.1;  -5.60;  -999;    8.1;eor
  3137;19990201;19990228;  10;   1;    5.8;   2.6;   -0.2;    1.30;  6.56;  -999;    43.3;  13.6;  -6.90;  -999;    7.0;eor
  3137;19990301;19990331;  10;   1;   11.7;   7.3;    3.8;    0.90;  5.52;  -999;    61.2;  18.6;  -1.20;  -999;   28.0;eor
  3137;19990401;19990430;  10;   1;   16.4;  11.3;    6.6;    0.80;  4.96;  -999;    65.6;  23.6;   1.10;  -999;   18.1;eor
  3137;19990501;19990531;  10;   1;   21.8;  16.2;   10.6;    0.80;  4.80;  -999;    21.5;  31.1;   5.40;  -999;    5.2;eor
  3137;19990601;19990630;  10;   1;   23.4;  17.6;   12.2;    0.60;  5.84;  -999;    52.4;  31.0;   7.10;  -999;   13.5;eor
  3137;19990701;19990731;  10;   1;   26.7;  21.2;   16.1;    0.60;  5.04;  -999;   108.6;  34.2;  10.60;  -999;   54.3;eor
  3137;19990801;19990831;  10;   1;   25.2;  19.3;   14.1;    0.50;  5.04;  -999;    56.0;  31.1;   8.50;  -999;   15.5;eor
  3137;19990901;19990930;  10;   1;   24.6;  18.4;   13.7;    0.50;  4.24;  -999;    33.4;  31.0;   9.20;  -999;   11.9;eor
  3137;19991001;19991031;  10;   1;   14.3;  10.1;    6.8;    0.70;  4.96;  -999;    42.7;  18.4;   2.00;  -999;   10.5;eor
  3137;19991101;19991130;  10;   1;    7.4;   4.7;    2.1;    0.40;  6.64;  -999;    39.3;  14.5;  -4.40;  -999;   15.2;eor
  3137;19991201;19991231;  10;   1;    5.8;   3.6;    1.5;    1.60;  7.12;  -999;    78.3;  12.4;  -6.20;  -999;   16.0;eor
  3137;20000101;20000131;  10;   1;    5.3;   3.0;    0.6;    0.90;  6.40;  -999;    24.8;  13.9;  -9.60;  -999;    6.4;eor
  3137;20000201;20000229;  10;   1;    9.2;   5.0;    1.7;    0.90;  6.08;  -999;    46.0;  16.1;  -3.00;  -999;    7.0;eor
  3137;20000301;20000331;  10;   1;   12.2;   7.7;    5.0;    1.20;  6.32;  -999;    63.4;  19.2;   0.00;  -999;   20.2;eor
  3137;20000401;20000430;  10;   1;   17.4;  11.8;    6.6;    0.70;  4.72;  -999;    31.5;  27.0;   0.20;  -999;    5.5;eor
  3137;20000501;20000531;  10;   1;   22.8;  16.5;   10.9;    0.90;  4.80;  -999;    -999;  29.4;   4.60;  -999;   10.5;eor
  3137;20000601;20000630;  10;   1;   25.5;  19.3;   12.5;    0.60;  4.16;  -999;    -999;  34.1;   7.50;  -999;   17.0;eor
  3137;20000701;20000731;  10;   1;   22.0;  16.8;   12.9;    0.70;  6.48;  -999;   178.9;  29.2;   7.80;  -999;   32.3;eor
  3137;20000801;20000831;  10;   1;   26.3;  20.0;   14.7;    0.40;  4.24;  -999;    42.7;  32.3;  11.10;  -999;    8.6;eor
  3137;20000901;20000930;  10;   1;   20.5;  15.6;   12.2;    0.60;  5.20;  -999;   116.2;  27.1;   8.90;  -999;   26.5;eor
  3137;20001001;20001031;  10;   1;   14.6;  11.1;    8.4;    1.00;  6.72;  -999;    55.6;  20.5;   3.50;  -999;    8.1;eor
  3137;20001101;20001130;  10;   1;    9.8;   6.8;    4.5;    0.70;  6.64;  -999;    56.6;  14.2;   0.00;  -999;   10.9;eor
  3137;20001201;20001231;  10;   1;    6.1;   4.1;    2.1;    0.70;  6.24;  -999;    57.4;  13.0;  -6.90;  -999;    8.4;eor
  3137;20010101;20010131;  10;   1;    5.2;   2.3;   -0.2;    0.60;  5.52;  -999;    66.7;  12.0;  -8.60;  -999;   13.2;eor
  3137;20010201;20010228;  10;   1;    8.2;   4.6;    1.9;    0.70;  6.24;  -999;    62.2;  15.1;  -8.10;  -999;   15.0;eor
  3137;20010301;20010331;  10;   1;   10.4;   6.7;    4.1;    0.70;  6.96;  -999;   137.7;  16.0;  -1.80;  -999;   21.7;eor
  3137;20010401;20010430;  10;   1;   13.9;   8.8;    4.8;    0.90;  6.08;  -999;    68.0;  23.1;  -1.20;  -999;    9.6;eor
  3137;20010501;20010531;  10;   1;   23.2;  17.3;   11.8;    1.10;  4.00;  -999;    28.7;  28.5;   6.60;  -999;   20.4;eor
  3137;20010601;20010630;  10;   1;   22.3;  16.9;   11.6;    0.70;  6.24;  -999;    51.1;  31.0;   6.60;  -999;   12.5;eor
  3137;20010701;20010731;  10;   1;   26.9;  20.9;   15.7;    0.80;  4.80;  -999;    44.8;  34.0;  11.00;  -999;   12.1;eor
  3137;20010801;20010831;  10;   1;   26.5;  20.5;   15.9;    0.40;  4.00;  -999;    45.1;  34.9;   9.90;  -999;    9.8;eor
  3137;20010901;20010930;  10;   1;   17.5;  13.1;    9.7;    0.90;  6.88;  -999;    68.7;  24.2;   4.00;  -999;   18.0;eor
  3137;20011001;20011031;  10;   1;   17.6;  13.0;    9.8;    0.40;  5.36;  -999;    46.0;  25.9;   6.70;  -999;    8.4;eor
  3137;20011101;20011130;  10;   1;    7.8;   4.8;    2.3;    0.80;  5.76;  -999;    92.9;  12.1;  -3.60;  -999;   17.7;eor
  3137;20011201;20011231;  10;   1;    4.2;   1.9;   -0.8;    1.30;  6.24;  -999;    34.3;  12.1; -10.60;  -999;   15.5;eor
  3137;20020101;20020131;  10;   1;    3.7;   1.6;   -1.0;    1.20;  6.16;  -999;    17.2;  14.1; -13.20;  -999;    5.4;eor
  3137;20020201;20020228;  10;   1;   10.4;   6.6;    3.3;    2.30;  5.84;  -999;   106.0;  15.5;  -2.60;  -999;   16.1;eor
  3137;20020301;20020331;  10;   1;   12.9;   7.4;    3.2;    1.20;  4.96;  -999;    50.0;  19.6;  -2.90;  -999;   13.1;eor
  3137;20020401;20020430;  10;   1;   16.0;  10.5;    5.5;    1.30;  4.56;  -999;    45.3;  22.5;  -0.50;  -999;   12.9;eor
  3137;20020501;20020531;  10;   1;   20.2;  15.1;   10.4;    0.70;  5.20;  -999;    66.6;  28.6;   3.30;  -999;   17.8;eor
  3137;20020601;20020630;  10;   1;   25.4;  20.0;   14.6;    1.00;  4.88;  -999;    40.2;  35.7;   9.40;  -999;   30.9;eor
  3137;20020701;20020731;  10;   1;   24.3;  19.1;   14.9;    0.60;  6.08;  -999;   120.9;  33.0;  11.60;  -999;   24.8;eor
  3137;20020801;20020831;  10;   1;   25.5;  19.9;   15.8;    0.60;  5.52;  -999;    71.6;  30.2;  13.10;  -999;   18.4;eor
  3137;20020901;20020930;  10;   1;   20.2;  14.7;   10.3;    1.00;  4.48;  -999;    17.9;  26.9;   4.00;  -999;    4.9;eor
  3137;20021001;20021031;  10;   1;   14.0;  10.2;    7.1;    1.60;  6.24;  -999;    81.6;  19.6;   0.90;  -999;   15.6;eor
  3137;20021101;20021130;  10;   1;   10.3;   7.9;    5.5;    0.50;  6.96;  -999;    93.7;  16.6;   0.60;  -999;   22.5;eor
  3137;20021201;20021231;  10;   1;    5.7;   3.4;    1.5;    0.80;  6.64;  -999;    87.7;  12.9;  -7.20;  -999;   28.9;eor
  3137;20030101;20030131;  10;   1;    4.1;   1.5;   -1.0;    1.00;  6.24;  -999;    57.7;  12.6; -10.50;  -999;   23.0;eor
  3137;20030201;20030228;  10;   1;    4.8;   0.6;   -2.8;    1.00;  3.44;  -999;     7.5;  13.2;  -6.40;  -999;    2.9;eor
  3137;20030301;20030331;  10;   1;   14.5;   8.6;    3.8;    1.00;  3.68;  -999;    26.1;  21.6;  -1.10;  -999;    6.8;eor
  3137;20030401;20030430;  10;   1;   17.2;  11.2;    5.9;    1.70;  3.92;  -999;    19.8;  25.6;  -3.60;  -999;   11.1;eor
  3137;20030501;20030531;  10;   1;   21.7;  16.1;   11.2;    1.10;  5.60;  -999;    74.4;  30.5;   5.50;  -999;   13.1;eor
  3137;20030601;20030630;  10;   1;   28.6;  22.2;   16.5;    0.80;  3.76;  -999;    53.6;  33.4;  10.60;  -999;   14.0;eor
  3137;20030701;20030731;  10;   1;   27.8;  21.6;   16.1;    1.10;  4.56;  -999;    29.9;  36.9;  13.00;  -999;    6.1;eor
  3137;20030801;20030831;  10;   1;   31.1;  23.9;   17.1;    0.80;  2.40;  -999;    15.7;  38.9;  11.60;  -999;    7.5;eor
  3137;20030901;20030930;  10;   1;   22.8;  15.8;   10.3;    1.10;  3.52;  -999;    30.3;  30.0;   5.60;  -999;   21.2;eor
  3137;20031001;20031031;  10;   1;   11.8;   8.1;    5.0;    1.60;  5.20;  -999;    47.3;  22.9;  -3.30;  -999;    7.1;eor
  3137;20031101;20031130;  10;   1;    9.9;   7.1;    4.7;    0.90;  6.08;  -999;    42.4;  14.5;   0.20;  -999;   13.2;eor
  3137;20031201;20031231;  10;   1;    5.7;   3.0;    0.6;    1.30;  5.76;  -999;    32.7;  11.9;  -4.60;  -999;   15.1;eor
  3137;20040101;20040131;  10;   1;    4.5;   2.2;   -0.1;    1.50;  7.28;  -999;    80.2;  11.2;  -6.10;  -999;   18.9;eor
  3137;20040201;20040229;  10;   1;    7.8;   4.5;    1.8;    1.60;  6.00;  -999;    16.8;  14.9;  -5.50;  -999;    5.9;eor
  3137;20040301;20040331;  10;   1;   10.9;   6.0;    2.1;    1.10;  4.64;  -999;    20.9;  21.6;  -3.00;  -999;    6.5;eor
  3137;20040401;20040430;  10;   1;   18.0;  12.1;    7.1;    1.30;  4.64;  -999;    18.1;  26.0;   0.40;  -999;    9.0;eor
  3137;20040501;20040531;  10;   1;   19.2;  13.9;    8.7;    1.00;  5.28;  -999;    55.9;  27.1;   3.00;  -999;   24.5;eor
  3137;20040601;20040630;  10;   1;   24.0;  18.1;   12.8;    1.20;  5.52;  -999;    23.9;  33.6;   7.60;  -999;    6.7;eor
  3137;20040701;20040731;  10;   1;   24.5;  19.2;   14.9;    0.90;  5.76;  -999;   103.4;  30.2;  10.30;  -999;   43.2;eor
  3137;20040801;20040831;  10;   1;   26.2;  20.5;   16.1;    1.10;  5.76;  -999;    82.5;  33.5;   9.70;  -999;   22.3;eor
  3137;20040901;20040930;  10;   1;   22.1;  16.2;   11.8;    1.10;  4.24;  -999;    32.4;  29.2;   5.00;  -999;   16.2;eor
  3137;20041001;20041031;  10;   1;   15.4;  11.2;    7.8;    0.80;  5.76;  -999;    57.8;  25.2;   3.10;  -999;   15.2;eor
  3137;20041101;20041130;  10;   1;    8.3;   5.7;    3.4;    1.20;  6.32;  -999;    28.8;  13.5;  -2.50;  -999;   12.2;eor
  3137;20041201;20041231;  10;   1;    3.8;   1.5;   -0.3;    0.70;  6.72;  -999;    19.7;   9.6;  -6.90;  -999;    6.0;eor
  3137;20050101;20050131;  10;   1;    6.2;   3.3;    0.7;    1.50;  5.84;  -999;    26.3;  12.5;  -9.00;  -999;    7.4;eor
  3137;20050201;20050228;  10;   1;    4.0;   0.9;   -1.1;    1.40;  6.48;  -999;    45.7;  12.9;  -8.00;  -999;   15.1;eor
  3137;20050301;20050331;  10;   1;   11.7;   6.8;    2.9;    1.10;  5.28;  -999;    27.9;  22.6;  -9.90;  -999;    9.8;eor
  3137;20050401;20050430;  10;   1;   17.7;  11.9;    7.1;    0.80;  4.80;  -999;    75.4;  25.7;   0.20;  -999;   16.2;eor
  3137;20050501;20050531;  10;   1;   21.2;  15.4;   10.1;    1.00;  4.80;  -999;    71.7;  34.0;   3.60;  -999;   20.7;eor
  3137;20050601;20050630;  10;   1;   25.9;  20.1;   13.9;    1.00;  4.40;  -999;    35.5;  34.6;   6.70;  -999;   16.8;eor
  3137;20050701;20050731;  10;   1;   26.9;  20.7;   15.7;    0.80;  5.28;  -999;    34.7;  35.0;  10.10;  -999;    7.7;eor
  3137;20050801;20050831;  10;   1;   23.9;  18.1;   13.5;    0.80;  4.96;  -999;    61.5;  31.0;   9.10;  -999;   23.8;eor
  3137;20050901;20050930;  10;   1;   23.6;  17.3;   12.6;    0.80;  4.40;  -999;    61.7;  31.2;   5.00;  -999;   33.5;eor
  3137;20051001;20051031;  10;   1;   16.5;  12.3;    9.3;    0.70;  4.08;  -999;    40.0;  22.0;   4.60;  -999;   21.2;eor
  3137;20051101;20051130;  10;   1;    8.5;   5.6;    3.2;    0.70;  6.24;  -999;    35.4;  18.4;  -2.10;  -999;    6.4;eor
  3137;20051201;20051231;  10;   1;    5.0;   2.5;    0.3;    0.70;  6.64;  -999;    49.7;   9.9;  -3.80;  -999;   17.5;eor
  3137;20060101;20060131;  10;   1;    2.6;  -0.4;   -2.7;    0.70;  5.52;  -999;    -999;   7.6;  -8.30;  -999;   -999;eor
  3137;20060201;20060228;  10;   1;    4.6;   1.9;    0.0;    1.40;  7.20;  -999;    36.4;  10.6;  -8.10;  -999;   11.6;eor
  3137;20060301;20060331;  10;   1;    8.6;   4.2;    1.0;    1.30;  5.76;  -999;    67.7;  18.7;  -5.10;  -999;   25.6;eor
  3137;20060401;20060430;  10;   1;   15.8;  10.6;    6.3;    1.10;  5.52;  -999;    41.3;  24.1;  -1.00;  -999;   10.3;eor
  3137;20060501;20060531;  10;   1;   20.9;  15.6;   11.1;    1.60;  5.60;  -999;    76.6;  26.9;   4.70;  -999;   14.2;eor
  3137;20060601;20060630;  10;   1;   25.7;  19.8;   14.0;    1.00;  3.92;  -999;    38.7;  33.4;   6.40;  -999;   34.3;eor
  3137;20060701;20060731;  10;   1;   31.9;  25.0;   19.0;    0.80;  3.20;  -999;    37.3;  36.8;  16.10;  -999;   10.5;eor
  3137;20060801;20060831;  10;   1;   22.4;  17.0;   13.5;    1.00;  6.64;  -999;   117.7;  28.0;   8.90;  -999;   23.5;eor
  3137;20060901;20060930;  10;   1;   24.7;  18.7;   14.2;    0.70;  3.84;  -999;    13.6;  28.9;  10.40;  -999;   11.2;eor
  3137;20061001;20061031;  10;   1;   17.4;  13.3;   10.3;    0.90;  5.68;  -999;    72.1;  21.1;   5.00;  -999;   25.0;eor
  3137;20061101;20061130;  10;   1;   11.6;   8.2;    5.5;    1.90;  6.48;  -999;    26.5;  15.4;  -0.60;  -999;    6.3;eor
  3137;20061201;20061231;  10;   1;    7.8;   5.0;    2.5;    0.80;  6.24;  -999;    31.4;  14.6;  -3.10;  -999;    9.6;eor
  3137;20070101;20070131;  10;   1;    9.1;   6.4;    3.8;    1.90;  6.72;  -999;    44.6;  15.4;  -8.10;  -999;   12.0;eor
  3137;20070201;20070228;  10;   1;    9.3;   6.0;    3.4;    1.30;  6.40;  -999;    68.9;  13.6;  -1.40;  -999;    8.8;eor
  3137;20070301;20070331;  10;   1;   13.3;   7.8;    3.5;    1.40;  4.48;  -999;    50.4;  18.6;   0.00;  -999;   10.6;eor
  3137;20070401;20070430;  10;   1;   22.4;  15.2;    8.6;    1.30;  1.44;  -999;     0.0;  29.4;   1.10;  -999;    0.0;eor
  3137;20070501;20070531;  10;   1;   22.1;  16.6;   11.7;    1.30;  5.52;  -999;    68.6;  32.2;   4.60;  -999;   11.7;eor
  3137;20070601;20070630;  10;   1;   24.9;  19.6;   15.2;    0.80;  5.92;  -999;    97.4;  32.0;  11.00;  -999;   24.2;eor
  3137;20070701;20070731;  10;   1;   24.6;  19.2;   14.5;    1.20;  5.52;  -999;    79.2;  35.9;   8.10;  -999;   15.2;eor
  3137;20070801;20070831;  10;   1;   24.3;  18.7;   14.2;    0.80;  4.72;  -999;    52.0;  31.6;   8.60;  -999;   13.0;eor
  3137;20070901;20070930;  10;   1;   19.3;  14.3;   10.1;    1.10;  5.92;  -999;    46.2;  24.9;   5.10;  -999;   16.5;eor
  3137;20071001;20071031;  10;   1;   14.6;  10.1;    6.9;    0.80;  4.72;  -999;     6.0;  21.4;   0.00;  -999;    3.1;eor
  3137;20071101;20071130;  10;   1;    7.8;   5.3;    3.0;    1.40;  6.96;  -999;    63.6;  14.1;  -3.60;  -999;    7.2;eor
  3137;20071201;20071231;  10;   1;    4.7;   2.6;    0.9;    1.80;  6.24;  -999;    35.6;  14.1;  -6.10;  -999;   11.9;eor
  3137;20080101;20080131;  10;   1;    7.5;   4.9;    2.1;    1.20;  6.72;  -999;    35.3;  14.0;  -2.20;  -999;    9.0;eor
  3137;20080201;20080229;  10;   1;    9.5;   4.5;    0.6;    0.80;  3.84;  -999;    57.7;  16.5;  -7.00;  -999;   25.2;eor
  3137;20080301;20080331;  10;   1;   10.3;   6.0;    3.0;    1.80;  6.40;  -999;    68.3;  22.3;  -5.10;  -999;   13.6;eor
  3137;20080401;20080430;  10;   1;   14.5;   9.7;    5.9;    1.20;  5.68;  -999;    57.0;  21.5;  -0.90;  -999;   10.0;eor
  3137;20080501;20080531;   3;   1;   22.1;  17.1;   12.4;    -999;  -999;  -999;    25.3;  28.9;   6.20;  -999;    9.4;eor
  3137;20080601;20080630;   3;   1;   23.5;  18.5;   13.8;    -999;  -999;  -999;    89.2;  29.7;   8.90;  -999;   31.3;eor
  3137;20080701;20080731;-999;-999;   -999;  -999;   -999;    -999;  -999;  -999;    27.3;  -999;   -999;  -999;    6.8;eor
  3137;20080801;20080831;   3;   1;   23.5;  18.8;   14.3;    -999;  -999;  -999;    73.6;  29.8;  10.70;  -999;   20.4;eor
  3137;20080901;20080930;   3;   1;   17.5;  13.4;    9.5;    -999;  -999;  -999;    49.3;  24.8;   4.70;  -999;   20.5;eor
  3137;20081001;20081031;   3;   1;   13.2;   9.8;    6.5;    -999;  -999;  -999;    46.2;  18.2;   0.80;  -999;    7.6;eor
  3137;20081101;20081130;   3;   1;    8.7;   6.3;    3.6;    -999;  -999;  -999;    12.9;  15.6;  -3.20;  -999;    3.7;eor
